property_id,suburb,postcode,address,sale_price,sale_date,sale_method,property_type,bedrooms,bathrooms,parking,recorded_area_m2,recorded_area_source,advertised_area_m2,land_size_m2,land_size_context,floor_area_m2,year_built,zoning,strata_indicator,strata_lot_number,latitude,longitude,distance_to_cbd_km,nearest_station_name,distance_to_nearest_station_km,nearest_school_name,distance_to_school_km,major_shopping_name,distance_to_shopping_km,balcony,pool,study,renovated,air_conditioning,agent_description_title,agent_description_excerpt,agent_description_text,property_profile_source_url,web_enrichment_source_url,original_listing_url,original_base_source_url,original_source_primary,nsw_property_id,nsw_match_type,description_verified,area_notes,data_notes,enrichment_notes,location_coordinate_source,location_coordinate_method,location_coordinate_source_url,geo_verified,cbd_reference_name,cbd_reference_latitude,cbd_reference_longitude,cbd_reference_source_url,cbd_distance_method,nearest_station_coordinate_source_url,station_distance_method,geospatial_quality_note
PARR036,Parramatta,2150,3/11-15 King Street,942000,2026-01-31,Auction,Townhouse,3,1,1,,,,,,167,,,Yes,3,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/parramatta-2150/townhouse/sold/,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=3,Domain public sold-listing data + NSW Valuer General exact-address reference,831227,same_sale,False,,NSW exact-address record also matched target sale price/date within 60 days.,Townhouse sold-property page explicitly labels floor area as 167 m².,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR037,Parramatta,2150,61008/1A Morton Street,577000,2026-01-30,Private Treaty,Apartment,1,1,1,,,,,,,,,,,-33.81380448,151.01657557,18.718,Parramatta Station,1.114,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=3,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR038,Parramatta,2150,1801/11 Hassall Street,720000,2026-01-30,Private Treaty,Apartment,2,2,1,,,,,,,,,Yes,97,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=3,Domain public sold-listing data + NSW Valuer General exact-address reference,4146496,address_history,False,,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR039,Parramatta,2150,3805/330 Church Street,755000,2026-01-30,Auction,Apartment,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=3,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR040,Parramatta,2150,2/25-29 O'Connell Street,851000,2026-01-30,Private Treaty,Townhouse,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=3,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR041,Parramatta,2150,601/8 River Road West,600000,2026-01-29,Private Treaty,Apartment,2,2,1,108,domain_sold_listing,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=3,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR042,Parramatta,2150,11/24-26 Rosehill Street,605000,2026-01-28,Private Treaty,Apartment,2,1,1,97,nsw_exact_address,,,,,,,Yes,11,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=3,Domain public sold-listing data + NSW Valuer General exact-address reference,4354406,address_history,False,nsw_recorded_area_m2 preserves the NSW PSI recorded area; its meaning can differ from an advertised internal floor area.,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR043,Parramatta,2150,1012C/3 Broughton Street,700000,2026-01-20,Prior to Auction,Apartment,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=2&ssubs=0,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR044,Parramatta,2150,2203/29 Hunter Street,480000,2026-01-15,Private Treaty,Apartment,2,2,1,,,,,,,,,,,-33.81556177,150.99983766,20.108,Parramatta Station,0.550,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=2&ssubs=0,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR045,Parramatta,2150,6/28 Broughton Street,1000000,2026-01-15,Private Treaty,Townhouse,3,2,1,,,,,,,,,Yes,6,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=2&ssubs=0,Domain public sold-listing data + NSW Valuer General exact-address reference,811255,same_sale,False,,NSW exact-address record also matched target sale price/date within 60 days.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR046,Parramatta,2150,7603/1A Morton Street,926000,2026-01-14,Private Treaty,Apartment,3,2,2,206,domain_sold_listing,206,,,,,,,,-33.81380448,151.01657557,18.718,Parramatta Station,1.114,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=2&ssubs=0,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR047,Parramatta,2150,421/30 Charles Street,770000,2026-01-13,Private Treaty,Apartment,2,2,1,128,domain_sold_listing,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=2&ssubs=0,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR048,Parramatta,2150,61/64-66 Great Western Highway,399000,2026-01-13,Private Treaty,Apartment,1,1,1,,,,,,,,,Yes,61,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=2&ssubs=0,Domain public sold-listing data + NSW Valuer General exact-address reference,854608,address_history,False,,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR049,Parramatta,2150,11/26 Early Street,600000,2026-01-12,Private Treaty,Apartment,2,1,1,,,,,,,,,Yes,11,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=2&ssubs=0,Domain public sold-listing data + NSW Valuer General exact-address reference,819298,same_sale,False,,NSW exact-address record also matched target sale price/date within 60 days.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR050,Parramatta,2150,29/17-19 Hassall Street,675000,2026-01-07,Private Treaty,Apartment,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/?page=2&ssubs=0,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR001,Penrith,2750,16 Burrows Street,870000,2026-08-04,Private Treaty,House,2,2,1,,,,149,property/lot area,,2016,,,,-33.74802347,150.70144919,48.668,Penrith Station,0.507,St Nicholas of Myra Primary School,0.77,,,,,,,Yes,Low Maintenance Modern Living!,"Built in 2016 and proudly offered for sale by its original owner, this immaculately presented residence.","Low Maintenance Modern Living!. Built in 2016 and proudly offered for sale by its original owner, this immaculately presented residence.",https://www.property.com.au/nsw/penrith-2750/burrows-st/16-pid-11166630/,https://www.property.com.au/nsw/penrith-2750/burrows-st/16-pid-11166630/,https://www.domain.com.au/16-burrows-street-penrith-nsw-2750-2020979458,https://www.domain.com.au/16-burrows-street-penrith-nsw-2750-2020979458,Domain public sold-listing data,,unmatched,True,,,"Exact property profile reports Built: 2016, air conditioning, 149 m² land; nearest school shown on profile is St Nicholas of Myra Primary School at 0.77 km.",Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/penrith-2750/burrows-st/16-pid-11166630/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://dictionaryofsydney.org/building/penrith_railway_station,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR002,Penrith,2750,8 Cudgee Road,802000,2026-07-29,Private Treaty,House,4,2,1,,,,1104,property/lot area,,,,,,,,,,,,,,,,,,,Yes,,,,https://www.property.com.au/nsw/penrith-2750/cudgee-rd/8-pid-1854761/,https://www.property.com.au/nsw/penrith-2750/cudgee-rd/8-pid-1854761/,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data,,unmatched,False,,,"Exact property profile reports air conditioning and 1,104 m² land. A separately reported aerial building-size estimate was not treated as internal floor area.",,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR003,Penrith,2750,631/1-39 Lord Sheffield Circuit,539000,2026-07-29,Private Treaty,Apartment,1,1,1,,,,,,,,,,,-33.74761205,150.69505031,49.248,Penrith Station,0.287,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://dictionaryofsydney.org/building/penrith_railway_station,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR004,Penrith,2750,13/72-76 Union Road,585000,2026-07-27,Private Treaty,Apartment,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,"VACANT, IMMACULATE & READY TO ENJOY","Positioned in one of Penrith's most convenient locations, this beautifully presented apartment.","VACANT, IMMACULATE & READY TO ENJOY. Positioned in one of Penrith's most convenient locations, this beautifully presented apartment.",,,https://www.domain.com.au/13-72-76-union-road-penrith-nsw-2750-2021016996,https://www.domain.com.au/13-72-76-union-road-penrith-nsw-2750-2021016996,Domain public sold-listing data,,unmatched,True,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR005,Penrith,2750,404/8-10 Fulton Street,652000,2026-07-24,Private Treaty,Apartment,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Luxury Meets Location,2 great sized bedrooms + built-ins. Master bedroom with ensuite.,Luxury Meets Location. 2 great sized bedrooms + built-ins. Master bedroom with ensuite.,,,https://www.domain.com.au/404-8-10-fulton-street-penrith-nsw-2750-2021025642,https://www.domain.com.au/404-8-10-fulton-street-penrith-nsw-2750-2021025642,Domain public sold-listing data,,unmatched,True,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR006,Penrith,2750,7/209 Derby Street,502500,2026-07-24,Private Treaty,Apartment,2,1,1,,,,,,,,,Yes,7,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data + NSW Valuer General exact-address reference,2543434,address_history,False,,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR007,Penrith,2750,3A Rodley Avenue,995000,2026-07-23,Private Treaty,Duplex,3,2,1,,,,660,property/lot area,,,,,,-33.75445114,150.69213643,49.295,Penrith Station,0.643,,,,,,,,,Yes,Centrally Located Spacious Family Living with No Strata Fees!,"Perfectly located in a peaceful, family-friendly street, this spacious residence delivers a functional floorplan.","Centrally Located Spacious Family Living with No Strata Fees!. Perfectly located in a peaceful, family-friendly street, this spacious residence delivers a functional floorplan.",https://www.property.com.au/nsw/penrith-2750/rodley-ave/3a-pid-9072448/,https://www.property.com.au/nsw/penrith-2750/rodley-ave/3a-pid-9072448/,https://www.domain.com.au/3a-rodley-avenue-penrith-nsw-2750-2020956353,https://www.domain.com.au/3a-rodley-avenue-penrith-nsw-2750-2020956353,Domain public sold-listing data,,unmatched,True,,,Exact duplex profile reports air conditioning and 660 m² land.,Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/penrith-2750/rodley-ave/3a-pid-9072448/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://dictionaryofsydney.org/building/penrith_railway_station,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR008,Penrith,2750,53/42-44 Lethbridge Street,605000,2026-07-22,Private Treaty,Apartment,2,2,2,118,nsw_exact_address,,,,,,,Yes,53,,,,,,,,,,,,,,,SOLD BY HELEN FITZPATRICK 0414 362 955,"A sleek, modern, and light-filled apartment offering the perfect blend of stylish urban living and convenience.","SOLD BY HELEN FITZPATRICK 0414 362 955. A sleek, modern, and light-filled apartment offering the perfect blend of stylish urban living and convenience.",,,https://www.domain.com.au/53-42-44-lethbridge-street-penrith-nsw-2750-2020878128,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data + NSW Valuer General exact-address reference,4306499,address_history,True,nsw_recorded_area_m2 preserves the NSW PSI recorded area; its meaning can differ from an advertised internal floor area.,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR009,Penrith,2750,107/60 Lord Sheffield Circuit,550000,2026-07-21,Private Treaty,Apartment,1,1,1,79,domain_sold_listing,79,,,,,,Yes,18,-33.74740522,150.69845855,48.952,Penrith Station,0.335,,,,,,,Yes,,,Wildwood - The perfect spot for lifestyle and location,"Providing a modern living space in the well-designed Wildwood complex, this one-bedroom plus study apartment.","Wildwood - The perfect spot for lifestyle and location. Providing a modern living space in the well-designed Wildwood complex, this one-bedroom plus study apartment.",,,https://www.domain.com.au/107-60-lord-sheffield-circuit-penrith-nsw-2750-2020922595,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data + NSW Valuer General exact-address reference,4172451,address_history,True,Domain sold page displays 63m² and 79m²; 79m² retained from sold-card dataset.,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://dictionaryofsydney.org/building/penrith_railway_station,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR010,Penrith,2750,513/60 Lord Sheffield Circuit,549000,2026-07-21,Private Treaty,Apartment,1,1,1,61,domain_sold_listing,61,,,,,,,,-33.74740522,150.69845855,48.952,Penrith Station,0.335,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://dictionaryofsydney.org/building/penrith_railway_station,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR011,Penrith,2750,206/60 Lord Sheffield Circuit,740000,2026-07-20,Private Treaty,Apartment,2,2,1,109,domain_sold_listing,109,,,,,,,,-33.74740522,150.69845855,48.952,Penrith Station,0.335,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://dictionaryofsydney.org/building/penrith_railway_station,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR012,Penrith,2750,301/101D Lord Sheffield Circuit,605000,2026-07-20,Private Treaty,Apartment,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR013,Penrith,2750,3/17-19 Haynes Street,449000,2026-07-17,Private Treaty,Apartment,1,1,1,,,,,,,,,Yes,3,,,,,,,,,,,,,,,Modern One Bedroom Apartment in a Prime Penrith Location,"Positioned within a contemporary and well-maintained complex, this stylish one-bedroom apartment.","Modern One Bedroom Apartment in a Prime Penrith Location. Positioned within a contemporary and well-maintained complex, this stylish one-bedroom apartment.",,,https://www.domain.com.au/3-17-19-haynes-street-penrith-nsw-2750-2021007551,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data + NSW Valuer General exact-address reference,3218190,address_history,True,,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR014,Penrith,2750,6/171-173 Derby Street,470000,2026-07-14,Private Treaty,Apartment,2,1,1,74,domain_sold_listing,74,,,,,,,,,,,,,,,,,,,,,,"Smart Start, Full Brick Apartment in Prime Location","Offering lifestyle advantages in a convenient location, just moments to Penrith's vibrant village.","Smart Start, Full Brick Apartment in Prime Location. Offering lifestyle advantages in a convenient location, just moments to Penrith's vibrant village.",,,https://www.domain.com.au/6-171-173-derby-street-penrith-nsw-2750-2020961448,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data,,unmatched,True,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR015,Penrith,2750,7/53-55 King Street,490000,2026-07-12,Private Treaty,Apartment,2,1,1,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/penrith-2750/apartment-unit/sold/,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PENR016,Penrith,2750,105/81C Lord Sheffield Circuit,675000,2026-07-10,Private Treaty,Apartment,2,2,1,149,domain_sold_listing,149,,,,,,,,-33.74936382,150.69787410,48.942,Penrith Station,0.145,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://dictionaryofsydney.org/building/penrith_railway_station,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PENR017,Penrith,2750,510/10 Aviators Way,628000,2026-07-10,Private Treaty,Apartment,2,2,1,115,domain_sold_listing,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/penrith-nsw-2750/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
